title,ingredients,directions,NER
Cool Yogurt Shake,"[""1 container (6 oz.) strawberry low-fat yogurt"", ""1-1/2 cups thawed or frozen COOL WHIP FREE Whipped Topping"", ""1 cup fresh or frozen strawberries Safeway 1 lb For $3.99 thru 02/09""]","[""Place all ingredients in blender; cover."", ""Blend until smooth."", ""Serve immediately.""]","[""yogurt""]"
How to Boil Frozen Udon Noodles in the Microwave,"[""1 packet Frozen udon noodles""]","[""Take the udon noodles out of the bag and run it under water."", ""Put the noodles on a heatproof dish and cover loosely with plastic wrap."", ""Microwave for 3 to 4 minutes at 500-600 W."", ""Microwave ovens vary, so heat up the noodles while keeping an eye on them.""]","[""noodles""]"
Baby Food: Bananameal (6 Months +),"[""1 banana"", ""12 pear, seeded, rough chopped, steamed until soft"", ""14 sweet potato, peeled, rough chopped, steamed until soft"", ""3 tablespoons overcooked oatmeal (old fashioned or quick cooking)""]","[""Blend them all together in a food processor and serve."", ""You can freeze up to 3 months.""]","[""banana"", ""pear"", ""sweet potato""]"
Chocolate Chips,"[""12 ounces dark chocolate, chopped"", ""1 (10-ounce) bag good quality kettle potato chips""]","[""Stir 8 ounces chocolate until melted in a medium glass bowl set over a saucepan with lightly simmering water (not touching the bottom of the bowl)."", ""Remove from the heat and stir in the remaining 4 ounces chocolate."", ""Cook's Note: This will cool the chocolate down and help it set."", ""Dip each potato chip halfway into the melted chocolate."", ""Place on a waxed paper-lined baking tray and place in the refrigerator until hardened, about 20 to 45 minutes.""]","[""chocolate"", ""potato chips""]"
Popsicles,"[""1 cup yogurt"", ""1 cup orange juice""]","[""Mix in blender and pour into popcicle shells."", ""Freeze.""]","[""yogurt"", ""orange juice""]"
Fruity Watermelon Salad,"[""2 small watermelon"", ""1 medium pineapple diced into 1 -inch cubes"", ""1 pound grapes, seedless rinse under cold running water, and pat dry"", ""2 each apples peeled, cored and chopped into 1 -inch cubes"", ""2 each bananas cut into 1-inch pieces"", ""1/2 cup orange juice""]","[""Cut each watermelon in half lengthwise."", ""Take out the insides with a melon baller, reserving shell."", ""In a bowl, toss together the watermelon balls, pineapple, apple, banana hunks, and grapes with orange juice."", ""Divide fruit salad among the 4 reserved watermelon \""bowls,\"" and serve.""]","[""watermelon"", ""pineapple"", ""grapes"", ""apples"", ""bananas"", ""orange juice""]"
Pineapple-Orange Ice Cube Tray Pops,"[""2 cups Pineapple Juice"", ""1 cup Pure Florida Orange Juice (no Pulp)""]","[""In a pitcher, add both juices and stir well."", ""Fill each ice cube trays full."", ""Freeze for 1 hour."", ""Remove and add a pop stick in the center of each ice cube pop (they will slip right in when just partially frozen)."", ""Place back in the freezer, preferably overnight."", ""When ready to serve, remove tray, lightly twist (to loosen cubes) and serve."", ""You will not see young ones with juice running down their arms from melting regular-sized freezer homemade pops."", ""They are easy to handle and are great to cool you down!"", ""Easy and nutritious."", ""Some other combinations I like are cherry-lime pops, orange and cream, and chocolate Yoo Hoo pops."", ""Have fun with them."", ""We sure do!""]","[""Pineapple Juice"", ""Orange Juice""]"
Apple and Kiwi Honey Jam,"[""1 Apple"", ""1 Kiwi"", ""1 Honey (20% weight of apple and kiwifruit, 75 g this time)""]","[""Peel the apple, weigh, and grate."", ""Peel the skin of the kiwi, and weigh."", ""Cut into 4 portions lengthwise, and then slice into 5 mm."", ""Prepare the honey, which is 20% weight of the apple and kiwifruit, and pour in the pot with the apple and kiwi."", ""Turn on the heat, and simmer for about 20 minutes over low heat while stirring occasionally."", ""When the liquid is evaporated, it's done Transfer to bottles, chill, and enjoy."", ""Store in the fridge."", ""Refer to https://cookpad.com/en/recipes/169456-apple-tea-jam?ref=search for how to seal the bottles."", ""You can't keep this jam for a long time.""]","[""Apple"", ""Honey""]"
Peanut Butter Smoothies,"[""1 banana"", ""1 tbsp peanut butter"", ""1 tsp honey"", ""2 ice cube"", ""1/2 cup milk""]","[""put all ingredients in blender till smooth then enjoy this healthy smoothies""]","[""banana"", ""peanut butter"", ""honey"", ""milk""]"
JELL-O Pudding In A Cloud,"[""1/3 cup Cool Whip Whipped Topping"", ""1 pkg (4-serving size ) Jell-O Chocolate Instant Pudding"", ""2 cups milk""]","[""SPOON whipped topping into each of six dessert dishes."", ""Using back of spoon, smooth whipped topping to line dishes evenly."", ""PREPARE pudding according to package directions."", ""Spoon pudding mixture into each whipped topping lined dessert dish."", ""Chill.""]","[""milk""]"
Osechi Decorative Carrot Plum Flowers,"[""1 Carrot""]","[""Peel the carrot and cut it into 1 cm thick round slices."", ""Use a plum flower-shaped cutter to cut out a flower shape."", ""Cut some shallow incisions from the center of the flower to the edges of the gaps in the petals, as in the photo (to delineate each petal)."", ""On one side of each incision, make a diagonal cut and remove a narrow triangle of carrot to get more definition between each petal."", ""Moist & Tender Roast Pork,."", ""Matsumae Pickles with Herring Roe,."", ""Chikuzen-Ni For Osechi,."", ""Matsukazeyaki Japanese-Style Meat Loaf,."", ""Simple Chestnut Kinton,.""]","[""Carrot""]"
White Chocolate Christmas Bark,"[""1 (12 ounce) bag white chocolate pieces"", ""4 cups small pretzels"", ""1 (12 ounce) baggreen & red M&M's (regular size)""]","[""In a large glass bowl melt white chocolate in microwave until smooth."", ""(About 1 minute, stir, and another 30 seconds)It's really easy to burn."", ""Once white chocolate is melted, pour in pretzels and m&m's."", ""Stir until well coated."", ""(You may need more pretzels."", "")."", ""Once mixed and well coated pour out onto waxed paper and spread it out."", ""This will harden in about 30 minutes and then just break it apart."", ""It stores well and tastes great!""]","[""white chocolate"", ""pretzels""]"
Pear Syrup,"[""8 ounces pear nectar or juice""]","[""In a small saucepan, simmer 8 ounces of pear nectar or juice over moderately high heat until reduced by half, about 20 minutes."", ""Let cool, then refrigerate for up to 5 days.""]","[""pear""]"
Slow Cooker Yogurt,"[""8 cups Homogenized Milk"", ""1/2 cups Pain 6% Yogurt""]","[""Pour milk into your crockpot and turn it on low."", ""Put the lid on and cook it on low for 2 hours and 45 minutes."", ""A timer may come in handy as a reminder to turn it off."", ""After 2 hours and 45 minutes, turn off the crockpot and let the milk sit in the crockpot for 3 more hours."", ""Spoon a small amount of the milk into a small bowl and add the half cup of yogurt to it."", ""Mix together thoroughly."", ""Dump this mixture back into the milk in the crockpot and mix it around well."", ""Put the lid back on your crockpot and wrap the crockpot with a large beach towel or blanket (make sure the crockpot is unplugged and turned off!"", "")."", ""Let the beach-towel-wrapped crockpot sit for 8-12 hours (or overnight)."", ""After 8-12 hours, it should be thickened.""]","[""Milk"", ""Yogurt""]"
Cantaloupe Dressing (With Variations) Recipe,"[""1 c. Cantaloupe"", ""1/2 c. Lowfat yogurt, vanilla or possibly plain"", ""4 tsp Sugar, or possibly less"", ""1 c. Cantaloupe"", ""1/4 c. Fresh orange juice"", ""2 Tbsp. Nonfat dry lowfat milk solids"", ""2 Tbsp. Mango chutney, warm"", ""1/4 tsp Thai Seasoning blend (McCormick) Mango-Passion Jump-up Warm Sauce, optional Fresh minced cilantro leaves, garnish""]","[""Cut cantaloupe into chunks and place in the bowl of a food processor."", ""Add in other ingredients blend thoroughly."", ""Refrigerateor possibly serve immediately over fruit salad."", ""May be used as \""stock\"" for a soup; add in cucumbers and spices, to taste."", ""For a tangier Dressing: use 1/2 c. kiwi fruit in place of 1-c. melon."", ""Serves 6, 2 Tbsp."", ""each: 30 cals, 0.9 protein, 0.1 g fat; 7 g"", ""Dip for Vegetables and Fruit: Puree the cantaloupe."", ""Combine all by hand for a thicker dip."", ""Serve as dip for platter of red grapes, cucumbers, cherry tomatoes, cut cauliflower, watermelon chunks (seedless), and mushrooms.""]","[""Cantaloupe"", ""yogurt"", ""Sugar"", ""Cantaloupe"", ""orange juice"", ""milk"", ""Mango"", ""Mango""]"
Banana Mango Breakfast Smoothie,"[""1 large banana"", ""1 12-2 cups frozen mango chunks"", ""1 12 cups reduced-fat milk""]","[""Put all ingredients into blender and mix till smooth.""]","[""banana"", ""mango"", ""milk""]"
Simple Snack Pecans and Berries,"[""10 whole pecans"", ""2 tablespoons dried cranberries""]","[""Shell the Pecans."", ""mix with the dried berries."", ""enjoy!""]","[""pecans"", ""cranberries""]"
Apples and peanut butter dip,"[""2 apples"", ""3 tbsp peanut butter""]","[""Wash and cut apples into slices"", ""Add peanut butter to small bowl and put in microwave for 15 seconds"", ""Remove from microwave."", ""Stir."", ""Put back in for an additional 10 seconds"", ""Remove and stir, and use as a dip for the apples!"", ""Enjoy!""]","[""apples"", ""peanut butter""]"
Chocolate Peanut Butter Parfaits,"[""2 Tbsp. milk"", ""2 Tbsp. peanut butter"", ""1 tub (8 oz.) COOL WHIP Whipped Topping, thawed, divided"", ""1 tub (22 oz.) JELL-O Ready-To-Eat Chocolate Pudding""]","[""Stir milk into peanut butter in small bowl until smooth."", ""Stir in 2 cups of the whipped topping."", ""Spoon pudding and whipped topping mixture alternately into 6 dessert glasses."", ""Refrigerate until ready to serve."", ""Garnish with remaining whipped topping, if desired."", ""Store leftover dessert in refrigerator.""]","[""milk"", ""peanut butter"", ""Chocolate Pudding""]"
Apple Sauce Baby Food,"[""2 each organic apple""]","[""Peel and core the apples."", ""Cut each in four pieces"", ""Put apple pieces in blender and blend on high."", ""The result should resemble stlre bought applesauce in texture."", ""You can also grate the apples for this recipe."", ""You can also stop blending when apples are still little grainy (like mine) for toddlers."", ""Optional: drizzle with lemon juice to keep it from changing color."", ""Keep refrigerated fir a few hours."", ""Best when eaten fresh.""]","[""apple""]"
Mango Lassi (Indian yogurt drink),"[""34 cup dannon nonfat plain yogurt (6 oz.)"", ""12 cup lowfat 1% low-fat milk"", ""1 cup frozen sliced mango"", ""1 teaspoon brown sugar""]","[""Add everything together in blender."", ""Blend for about 30 seconds."", ""Makes about 2 cups, drink with a straw!""]","[""yogurt"", ""milk"", ""mango"", ""brown sugar""]"
Banana Peanut Butter Treat(2 Ww Points),"[""1 banana, 6 oz"", ""1 tablespoon peanut butter, smooth""]","[""Slice banana in half and then each half slice lengthwise"", ""Spread 1/2 the peanut butter on each of two slices of the banana"", ""Make a sandwich by putting a plain slice on top of one spread with peanut butter."", ""This should give you two sandwiches"", ""Cover with plastic wrap and freeze."", ""Serve frozen.""]","[""banana"", ""peanut butter""]"
Banana-Peanut Butter Oatmeal,"[""1/2 cup quick-cooking oats"", ""1 Tbsp. creamy peanut butter"", ""1 Tbsp. honey"", ""1/2 banana, sliced""]","[""Cook oatmeal in microwaveable bowl as directed on package, omitting salt."", ""Stir in peanut butter and honey; top with banana slices.""]","[""oats"", ""peanut butter"", ""honey"", ""banana""]"
Energy Bar & Milk,"[""4 Balance Bars, favorite flavor"", ""32 fl oz (4 cups) fat-free milk""]","[""Serve each person their favorite flavor BALANCE BAR for an easy snack."", ""Pour each person an 8 fl oz glass of milk with their bar.""]","[""milk""]"
Peanut Butter Crackers,"[""8"", ""2 tsp. peanut butter""]","[""Serve WHEAT THINS crackers spread with peanut butter for a tasty snack.""]","[""peanut butter""]"
Mango lassi (quicklydelicious.com,"[""1 cup ripe mango pulp"", ""1 cup low fat yogurt""]","[""Blenderize yogurt and mango pulp and serve chilled.""]","[""mango"", ""yogurt""]"
Russian Bear Pickles Recipe,"[""4 lbs. ripe cucumbers""]","[""Peel, slice and remove seeds."", ""Soak overnight in salted water."", ""In morning, boil in water with 1 tsp."", ""alum till clear."", ""Make a syrup of 1 1/2 pints of vinegar, 4 c. sugar, 1/2 c. pickling spices in cloth bag."", ""Put liquid removed cucumbers in syrup and cook 3/4 hour."", ""Bottle and seal while warm.""]","[""cucumbers""]"
Candied Carrot Chips,"[""1/2 cup pure maple syrup, preferably grade B"", ""1 slender carrot, peeled and sliced into 24 very thin rounds""]","[""Bring maple syrup to a simmer in a saucepan over medium heat."", ""Working in four batches, add carrot rounds to pan, and submerge to coat with syrup."", ""Cook until edges curl and centers are slightly translucent, about 2 minutes."", ""Using a slotted spoon, transfer to a sheet of parchment paper, and flatten with a spatula."", ""Let cool completely."", ""Carrot chips can be stored up to 3 days at room temperature in an airtight container.""]","[""maple syrup"", ""carrot""]"
